id,model_id,created_at,custom_class,repo_url,auto_model,downloads,securitystatus,libraries,date,filenames,extensions,model_category
381626,pyannote/speaker-diarization-3.1,"""2023-11-16T08:19:01+00:00""",,"""https://huggingface.co/pyannote/speaker-diarization-3.1""",,9990370,,['pyannote-audio'],2024-08-01,".gitattributes, .github/workflows/sync_to_hub.yaml, README.md, config.yaml, handler.py, reproducible_research/AISHELL.SpeakerDiarization.Benchmark.test.eval, reproducible_research/AISHELL.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/AMI-SDM.SpeakerDiarization.Benchmark.test.eval, reproducible_research/AMI-SDM.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/AMI.SpeakerDiarization.Benchmark.test.eval, reproducible_research/AMI.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/AVA-AVD.SpeakerDiarization.Benchmark.test.eval, reproducible_research/AVA-AVD.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/AliMeeting.SpeakerDiarization.Benchmark.test.eval, reproducible_research/AliMeeting.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/DIHARD.SpeakerDiarization.Benchmark.test.eval, reproducible_research/DIHARD.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/MSDWILD.SpeakerDiarization.Benchmark.test.eval, reproducible_research/MSDWILD.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/REPERE.SpeakerDiarization.Benchmark.test.eval, reproducible_research/REPERE.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/VoxConverse.SpeakerDiarization.Benchmark.test.eval, reproducible_research/VoxConverse.SpeakerDiarization.Benchmark.test.rttm, requirements.txt","{'', 'yaml', 'rttm', 'md', 'eval', 'txt', 'py'}",no_model_files
25221,pyannote/speaker-diarization,"""2022-03-02T23:29:05+00:00""",,"""https://huggingface.co/pyannote/speaker-diarization""",,3525654,,['pyannote-audio'],2024-08-01,".gitattributes, LICENSE, README.md, config.yaml, reproducible_research/2.0.1/AISHELL.SpeakerDiarization.Full.test.eval, reproducible_research/2.0.1/AISHELL.SpeakerDiarization.Full.test.rttm, reproducible_research/2.0.1/AMI-SDM.SpeakerDiarization.only_words.test.eval, reproducible_research/2.0.1/AMI-SDM.SpeakerDiarization.only_words.test.rttm, reproducible_research/2.0.1/AMI.SpeakerDiarization.only_words.test.eval, reproducible_research/2.0.1/AMI.SpeakerDiarization.only_words.test.rttm, reproducible_research/2.0.1/CALLHOME.SpeakerDiarization.CALLHOME.test.eval, reproducible_research/2.0.1/CALLHOME.SpeakerDiarization.CALLHOME.test.rttm, reproducible_research/2.0.1/DIHARD.SpeakerDiarization.Full.test.eval, reproducible_research/2.0.1/DIHARD.SpeakerDiarization.Full.test.rttm, reproducible_research/2.0.1/REPERE.SpeakerDiarization.Full.test.eval, reproducible_research/2.0.1/REPERE.SpeakerDiarization.Full.test.rttm, reproducible_research/2.0.1/VoxConverse.SpeakerDiarization.VoxConverse.test.eval, reproducible_research/2.0.1/VoxConverse.SpeakerDiarization.VoxConverse.test.rttm, reproducible_research/2.1.1/.DS_Store, reproducible_research/2.1.1/AISHELL.test.eval, reproducible_research/2.1.1/AISHELL.test.rttm, reproducible_research/2.1.1/AMI-SDM.test.eval, reproducible_research/2.1.1/AMI-SDM.test.rttm, reproducible_research/2.1.1/AMI.test.eval, reproducible_research/2.1.1/AMI.test.rttm, reproducible_research/2.1.1/Albayzin2020.test.eval, reproducible_research/2.1.1/Albayzin2020.test.rttm, reproducible_research/2.1.1/Albayzin2022.test.eval, reproducible_research/2.1.1/Albayzin2022.test.rttm, reproducible_research/2.1.1/AliMeeting.test.eval, reproducible_research/2.1.1/AliMeeting.test.rttm, reproducible_research/2.1.1/CALLHOME.test.eval, reproducible_research/2.1.1/CALLHOME.test.rttm, reproducible_research/2.1.1/DIHARD.test.eval, reproducible_research/2.1.1/DIHARD.test.rttm, reproducible_research/2.1.1/Ego4D.development.eval, reproducible_research/2.1.1/Ego4D.development.rttm, reproducible_research/2.1.1/REPERE.test.eval, reproducible_research/2.1.1/REPERE.test.rttm, reproducible_research/2.1.1/ThisAmericanLife.test.eval, reproducible_research/2.1.1/ThisAmericanLife.test.rttm, reproducible_research/2.1.1/VoxConverse.test.eval, reproducible_research/2.1.1/VoxConverse.test.rttm, reproducible_research/2.1/.DS_Store, reproducible_research/2.1/AISHELL.test.eval, reproducible_research/2.1/AISHELL.test.rttm, reproducible_research/2.1/AMI-SDM.test.eval, reproducible_research/2.1/AMI-SDM.test.rttm, reproducible_research/2.1/AMI.test.eval, reproducible_research/2.1/AMI.test.rttm, reproducible_research/2.1/Albayzin2020.test.eval, reproducible_research/2.1/Albayzin2020.test.rttm, reproducible_research/2.1/AliMeeting.test.eval, reproducible_research/2.1/AliMeeting.test.rttm, reproducible_research/2.1/CALLHOME.test.eval, reproducible_research/2.1/CALLHOME.test.rttm, reproducible_research/2.1/DIHARD.test.eval, reproducible_research/2.1/DIHARD.test.rttm, reproducible_research/2.1/Ego4D.development.eval, reproducible_research/2.1/Ego4D.development.rttm, reproducible_research/2.1/REPERE.test.eval, reproducible_research/2.1/REPERE.test.rttm, reproducible_research/2.1/ThisAmericanLife.test.eval, reproducible_research/2.1/ThisAmericanLife.test.rttm, reproducible_research/2.1/VoxConverse.test.eval, reproducible_research/2.1/VoxConverse.test.rttm, technical_report_2.1.pdf","{'', 'pdf', 'yaml', 'rttm', 'md', 'eval'}",no_model_files
322630,pyannote/speaker-diarization-3.0,"""2023-09-22T13:40:36+00:00""",,"""https://huggingface.co/pyannote/speaker-diarization-3.0""",,1044721,,['pyannote-audio'],2024-08-01,".gitattributes, LICENSE, README.md, config.yaml, reproducible_research/AISHELL.SpeakerDiarization.Benchmark.test.eval, reproducible_research/AISHELL.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/AMI-SDM.SpeakerDiarization.Benchmark.test.eval, reproducible_research/AMI-SDM.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/AMI.SpeakerDiarization.Benchmark.test.eval, reproducible_research/AMI.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/AVA-AVD.SpeakerDiarization.Benchmark.test.eval, reproducible_research/AVA-AVD.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/AliMeeting.SpeakerDiarization.Benchmark.test.eval, reproducible_research/AliMeeting.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/DIHARD.SpeakerDiarization.Benchmark.test.eval, reproducible_research/DIHARD.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/Ego4D.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/MSDWILD.SpeakerDiarization.Benchmark.test.eval, reproducible_research/MSDWILD.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/REPERE.SpeakerDiarization.Benchmark.test.eval, reproducible_research/REPERE.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/ThisAmericanLife.SpeakerDiarization.Benchmark.test.eval, reproducible_research/ThisAmericanLife.SpeakerDiarization.Benchmark.test.rttm, reproducible_research/VoxConverse.SpeakerDiarization.Benchmark.test.eval, reproducible_research/VoxConverse.SpeakerDiarization.Benchmark.test.rttm","{'', 'yaml', 'rttm', 'md', 'eval'}",no_model_files
25210,pyannote/voice-activity-detection,"""2022-03-02T23:29:05+00:00""",,"""https://huggingface.co/pyannote/voice-activity-detection""",,1028871,,['pyannote-audio'],2024-08-01,".gitattributes, README.md, config.yaml","{'', 'md', 'yaml'}",no_model_files
502944,jinaai/jina-bert-flash-implementation,"""2024-02-21T11:19:46+00:00""",,"""https://huggingface.co/jinaai/jina-bert-flash-implementation""",,899422,,['transformers'],2024-08-01,"README.md, bert_padding.py, block.py, config.json, configuration_bert.py, convert_v2_weights.py, embedding.py, mha.py, mlp.py, modeling_bert.py, modeling_for_glue.py, modeling_lora.py","{'md', 'py', 'json'}",no_model_files
25215,pyannote/overlapped-speech-detection,"""2022-03-02T23:29:05+00:00""",,"""https://huggingface.co/pyannote/overlapped-speech-detection""",,295500,,['pyannote-audio'],2024-08-01,".gitattributes, README.md, config.yaml","{'', 'md', 'yaml'}",no_model_files
701051,lmms-lab/llavanext-qwen-siglip-tokenizer,"""2024-06-13T05:58:31+00:00""",,"""https://huggingface.co/lmms-lab/llavanext-qwen-siglip-tokenizer""",,134300,,['transformers'],2024-08-01,".gitattributes, README.md, added_tokens.json, config.json, merges.txt, preprocessor_config.json, special_tokens_map.json, tokenizer.json, tokenizer_config.json, vocab.json","{'', 'md', 'json', 'txt'}",no_model_files
44516,Habana/gpt2,"""2022-05-24T12:41:41+00:00""",,"""https://huggingface.co/Habana/gpt2""",,84060,,['optimum_habana'],2024-08-01,".gitattributes, README.md, gaudi_config.json","{'', 'md', 'json'}",no_model_files
278216,gagneurlab/SpeciesLM,"""2023-08-14T08:41:30+00:00""",,"""https://huggingface.co/gagneurlab/SpeciesLM""",,59479,,[],2024-08-01,".gitattributes, README.md","{'', 'md'}",no_model_files
666914,pyannote/speech-separation-ami-1.0,"""2024-05-28T08:17:37+00:00""",,"""https://huggingface.co/pyannote/speech-separation-ami-1.0""",,29132,,['pyannote-audio'],2024-08-01,".gitattributes, README.md, config.yaml, pipeline.png","{'', 'png', 'md', 'yaml'}",no_model_files
37411,Habana/bert-large-uncased-whole-word-masking,"""2022-04-22T18:04:29+00:00""",,"""https://huggingface.co/Habana/bert-large-uncased-whole-word-masking""",,28285,,['optimum_habana'],2024-08-01,".gitattributes, README.md, gaudi_config.json","{'', 'md', 'json'}",no_model_files
604823,lmms-lab/llama3-llava-next-8b-tokenizer,"""2024-04-24T12:09:23+00:00""",,"""https://huggingface.co/lmms-lab/llama3-llava-next-8b-tokenizer""",,25327,,['transformers'],2024-08-01,".gitattributes, README.md, config.json, preprocessor_config.json, special_tokens_map.json, tokenizer.json, tokenizer_config.json","{'', 'md', 'json'}",no_model_files
37413,Habana/bert-base-uncased,"""2022-04-22T18:03:54+00:00""",,"""https://huggingface.co/Habana/bert-base-uncased""",,23913,,['optimum_habana'],2024-08-01,".gitattributes, README.md, gaudi_config.json","{'', 'md', 'json'}",no_model_files
125556,Habana/clip,"""2023-02-16T13:00:20+00:00""",,"""https://huggingface.co/Habana/clip""",,18719,,['optimum_habana'],2024-08-01,".gitattributes, README.md, gaudi_config.json","{'', 'md', 'json'}",no_model_files
46771,Habana/t5,"""2022-06-04T15:43:41+00:00""",,"""https://huggingface.co/Habana/t5""",,17805,,['optimum_habana'],2024-08-01,".gitattributes, README.md, gaudi_config.json","{'', 'md', 'json'}",no_model_files
37416,Habana/distilbert-base-uncased,"""2022-04-22T18:06:11+00:00""",,"""https://huggingface.co/Habana/distilbert-base-uncased""",,15023,,['optimum_habana'],2024-08-01,".gitattributes, README.md, gaudi_config.json","{'', 'md', 'json'}",no_model_files
82588,Habana/stable-diffusion,"""2022-11-14T13:08:36+00:00""",,"""https://huggingface.co/Habana/stable-diffusion""",,11870,,['optimum_habana'],2024-08-01,".gitattributes, README.md, gaudi_config.json","{'', 'md', 'json'}",no_model_files
37414,Habana/roberta-large,"""2022-04-22T18:03:10+00:00""",,"""https://huggingface.co/Habana/roberta-large""",,9732,,['optimum_habana'],2024-08-01,".gitattributes, README.md, gaudi_config.json","{'', 'md', 'json'}",no_model_files
74276,Habana/wav2vec2,"""2022-10-15T18:19:06+00:00""",,"""https://huggingface.co/Habana/wav2vec2""",,9556,,['optimum_habana'],2024-08-01,".gitattributes, README.md, gaudi_config.json","{'', 'md', 'json'}",no_model_files
25663,robot-test/dummy-tokenizer-fast-with-model-config,"""2022-03-02T23:29:05+00:00""",,"""https://huggingface.co/robot-test/dummy-tokenizer-fast-with-model-config""",,8799,,['transformers'],2024-08-01,".gitattributes, config.json, special_tokens_map.json, tokenizer.json, tokenizer_config.json","{'', 'json'}",no_model_files
59616,Habana/vit,"""2022-08-05T22:23:55+00:00""",,"""https://huggingface.co/Habana/vit""",,8394,,['optimum_habana'],2024-08-01,".gitattributes, README.md, gaudi_config.json","{'', 'md', 'json'}",no_model_files
37336,Habana/roberta-base,"""2022-04-22T07:20:57+00:00""",,"""https://huggingface.co/Habana/roberta-base""",,7131,,['optimum_habana'],2024-08-01,".gitattributes, README.md, gaudi_config.json","{'', 'md', 'json'}",no_model_files
37421,Habana/albert-xxlarge-v1,"""2022-04-22T18:05:35+00:00""",,"""https://huggingface.co/Habana/albert-xxlarge-v1""",,6207,,['optimum_habana'],2024-08-01,".gitattributes, README.md, gaudi_config.json","{'', 'md', 'json'}",no_model_files
